Case Number,Block,Description,Location Description,Arrest,Year,Latitude,Longitude
HS272692,088XX S LOWE AVE,GAME/DICE,ALLEY,True,2010,41.734,-87.640
HR631896,003XX N LONG AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2009,41.886,-87.760
HN323004,004XX N HAMLIN AVE,GAME/DICE,SIDEWALK,True,2007,41.889,-87.721
HP635528,062XX S ROCKWELL ST,GAME/DICE,STREET,True,2008,41.780,-87.689
HX418454,063XX S ARTESIAN AVE,GAME/DICE,ALLEY,True,2014,41.778,-87.685
G403935,070XX S WOODLAWN AV,GAME/DICE,SIDEWALK,True,2001,41.766,-87.595
HW434650,079XX S ESCANABA AVE,GAME/DICE,SIDEWALK,True,2013,41.751,-87.554
HK440313,007XX W 123RD ST,GAME/DICE,ALLEY,True,2004,41.671,-87.641
HM562464,016XX N AUSTIN AVE,GAME/DICE,SIDEWALK,True,2006,41.910,-87.775
HM467656,051XX S HONORE ST,GAME/DICE,SIDEWALK,True,2006,41.800,-87.671
HN190527,052XX N LINCOLN AVE,OTHER,STREET,True,2007,41.976,-87.692
HK782438,033XX W 79TH ST,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2004,41.750,-87.707
HV465565,105XX S LAFAYETTE AVE,GAME/DICE,SIDEWALK,True,2012,41.703,-87.625
HL410187,030XX W MADISON ST,GAME/DICE,SIDEWALK,True,2005,41.881,-87.702
HT342205,039XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2011,41.876,-87.724
HN778414,052XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2007,41.882,-87.756
HX346745,079XX S ESSEX AVE,GAME/DICE,SIDEWALK,True,2014,41.751,-87.564
HK216435,030XX W WALNUT ST,GAME/CARDS,ALLEY,True,2004,41.885,-87.702
HL204388,070XX S MERRILL AVE,GAME/DICE,RESIDENCE,True,2005,41.767,-87.573
HM465187,065XX S MOZART ST,GAME/DICE,SIDEWALK,True,2006,41.775,-87.694
HH414138,051XX W LE MOYNE ST,GAME/DICE,SIDEWALK,True,2002,41.908,-87.754
HJ502495,063XX S WOOD ST,GAME/DICE,SIDEWALK,True,2003,41.779,-87.669
G261132,065XX S MAPLEWOOD AV,OTHER,SIDEWALK,True,2001,41.775,-87.687
HL568649,048XX W MONROE ST,GAME/DICE,SIDEWALK,True,2005,41.879,-87.746
HN535256,014XX N LATROBE AVE,GAME/DICE,SIDEWALK,True,2007,41.907,-87.757
HP441865,055XX S INDIANA AVE,ILLEGAL ILL LOTTERY,STREET,True,2008,41.794,-87.621
HL528970,132XX S ST LAWRENCE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2005,41.655,-87.608
HH481002,039XX S LAKE PARK AVE,GAME/DICE,SIDEWALK,True,2002,41.825,-87.604
HS648951,004XX W GOETHE ST,GAME/DICE,OTHER,True,2010,41.906,-87.639
HH363612,057XX N CENTRAL AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.985,-87.768
HH602529,055XX S LAFAYETTE AVE,GAME/DICE,SIDEWALK,True,2002,41.794,-87.627
HP631433,076XX N MARSHFIELD AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2008,42.020,-87.672
HY407267,006XX N DRAKE AVE,GAME/DICE,SIDEWALK,True,2015,41.892,-87.715
HJ350742,029XX W MADISON ST,OTHER,SIDEWALK,True,2003,41.881,-87.700
HL394150,067XX S HONORE ST,GAME/DICE,SIDEWALK,True,2005,41.771,-87.670
HP426159,048XX N SHERIDAN RD,GAME/DICE,SIDEWALK,True,2008,41.970,-87.655
HS285625,048XX W WALTON ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2010,41.898,-87.747
HM752987,036XX W DOUGLAS BLVD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2006,41.863,-87.717
HH367274,034XX W CHICAGO AVE,GAME/DICE,SIDEWALK,True,2002,41.895,-87.713
HJ330311,063XX S COTTAGE GROVE AVE,ILLEGAL ILL LOTTERY,STREET,True,2003,41.779,-87.606
HV165458,086XX S MARQUETTE AVE,GAME/DICE,SIDEWALK,True,2012,41.738,-87.559
HR281538,015XX S CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2009,41.860,-87.709
HS455437,009XX N KEYSTONE AVE,GAME/DICE,SIDEWALK,True,2010,41.898,-87.727
HT318476,119XX S LAFAYETTE AVE,GAME/DICE,SIDEWALK,True,2011,41.677,-87.624
HK207948,061XX S INDIANA AVE,GAME/DICE,SIDEWALK,True,2004,41.783,-87.621
HT392287,002XX E GARFIELD BLVD,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2011,41.795,-87.620
HR463814,014XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2009,41.907,-87.753
HH845743,044XX S COTTAGE GROVE AVE,ILLEGAL ILL LOTTERY,STREET,True,2002,41.814,-87.607
HP414090,092XX S WALLACE ST,GAME/DICE,SIDEWALK,True,2008,41.727,-87.638
HN513618,062XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2007,41.780,-87.686
HJ670030,050XX N LINCOLN AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.973,-87.692
HH659391,013XX N MASON AVE,GAME/DICE,ALLEY,True,2002,41.905,-87.774
HH591697,043XX N KEDZIE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.960,-87.708
HM614400,011XX W 104TH ST,GAME/DICE,SIDEWALK,True,2006,41.705,-87.651
HM464583,002XX N LA CROSSE AVE,GAME/DICE,SIDEWALK,True,2006,41.885,-87.747
G331723,062XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2001,41.780,-87.663
HS463095,037XX W POTOMAC AVE,GAME/DICE,SIDEWALK,True,2010,41.905,-87.721
HT462727,101XX S PERRY AVE,GAME/DICE,SIDEWALK,True,2011,41.710,-87.626
HL428875,058XX S INDIANA AVE,GAME/DICE,OTHER,True,2005,41.788,-87.621
HL717945,050XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2005,41.802,-87.661
G325840,011XX W BRYN MAWR AV,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2001,41.984,-87.659
HM437067,078XX S CALUMET AVE,GAME/DICE,SIDEWALK,True,2006,41.752,-87.617
G506720,011XX E 44 ST,GAME/DICE,SIDEWALK,True,2001,41.815,-87.599
HV426580,058XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2012,41.894,-87.771
HR380855,070XX S CLYDE AVE,GAME/DICE,SIDEWALK,True,2009,41.767,-87.574
HM611318,071XX S CHRISTIANA AVE,GAME/DICE,STREET,True,2006,41.764,-87.706
HR317039,062XX S ST LAWRENCE AVE,GAME/DICE,SIDEWALK,True,2009,41.782,-87.611
HM305279,003XX S WHIPPLE ST,GAME/DICE,SIDEWALK,True,2006,41.877,-87.702
HR202553,038XX S CALUMET AVE,GAME/DICE,SIDEWALK,True,2009,41.825,-87.618
HK247982,021XX E 79TH ST,GAME/DICE,OTHER,True,2004,41.752,-87.573
HS432942,078XX S BENNETT AVE,GAME/DICE,SIDEWALK,True,2010,41.753,-87.578
G490600,040XX W 47 ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.808,-87.726
HR454929,075XX S MAY ST,GAME/DICE,ABANDONED BUILDING,True,2009,41.757,-87.653
HK682614,043XX W 79TH ST,GAME/DICE,STREET,True,2004,41.749,-87.730
HX229758,048XX W MONROE ST,GAME/DICE,SIDEWALK,True,2014,41.879,-87.746
HR412555,018XX N MASON AVE,GAME/DICE,SIDEWALK,True,2009,41.913,-87.774
HH167470,071XX N WESTERN AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,42.012,-87.690
G407657,056XX S LAFAYETTE AV,GAME/DICE,SIDEWALK,True,2001,41.792,-87.627
HL361664,004XX E 111TH ST,GAME/DICE,PARK PROPERTY,True,2005,41.693,-87.613
HJ839033,085XX S GREEN ST,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2003,41.739,-87.645
HR341677,002XX E PERSHING RD,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2009,41.824,-87.620
HM748226,048XX W OHIO ST,GAME/DICE,OTHER,True,2006,41.891,-87.746
G253305,062XX S CAMPBELL AV,GAME/DICE,STREET,True,2001,41.780,-87.686
HL323274,048XX W MONROE ST,GAME/DICE,OTHER,True,2005,41.879,-87.746
HJ405688,116XX S SANGAMON ST,GAME/DICE,STREET,True,2003,41.682,-87.646
HH316646,067XX S BLACKSTONE AVE,GAME/DICE,STREET,True,2002,41.773,-87.589
HM574544,033XX W FOSTER AVE,GAME/CARDS,OTHER,True,2006,41.976,-87.713
HM436633,131XX S LANGLEY AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2006,41.657,-87.605
HS611118,039XX W LEXINGTON ST,GAME/DICE,APARTMENT,True,2010,41.872,-87.724
HR584336,048XX W HURON ST,GAME/DICE,SIDEWALK,True,2009,41.893,-87.747
HP367203,088XX S WOOD ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2008,41.733,-87.668
HH314300,074XX S SANGAMON ST,GAME/DICE,SIDEWALK,True,2002,41.759,-87.648
HN766294,079XX S LAFLIN ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2007,41.750,-87.661
HP538701,052XX W CRYSTAL ST,GAME/DICE,SIDEWALK,True,2008,41.903,-87.757
HP482708,045XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2008,41.877,-87.739
HR221191,040XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2009,41.877,-87.727
HP543815,070XX S EGGLESTON AVE,GAME/DICE,SIDEWALK,True,2008,41.766,-87.636
HP623131,050XX S PEORIA ST,GAME/CARDS,SIDEWALK,True,2008,41.803,-87.648
HN350267,012XX N BURLING ST,OTHER,CHA PARKING LOT/GROUNDS,True,2007,41.904,-87.647
HM652920,066XX S LANGLEY AVE,GAME/DICE,SIDEWALK,True,2006,41.774,-87.608
HT370744,012XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2011,41.903,-87.758
HS328150,016XX S DRAKE AVE,GAME/DICE,SIDEWALK,True,2010,41.858,-87.714
HT436622,051XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2011,41.801,-87.662
HV528711,043XX W 15TH ST,GAME/DICE,SIDEWALK,True,2012,41.861,-87.733
HR406361,014XX W 109TH ST,GAME/DICE,ALLEY,True,2009,41.696,-87.657
HT449730,016XX N MANGO AVE,GAME/DICE,SIDEWALK,True,2011,41.910,-87.769
HX371540,053XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2014,41.797,-87.663
HR374936,016XX S SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2009,41.858,-87.722
HM648646,054XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2006,41.795,-87.661
HP547717,007XX W 50TH PL,GAME/DICE,SIDEWALK,True,2008,41.803,-87.644
HJ725495,104XX S CORLISS AVE,GAME/DICE,ABANDONED BUILDING,True,2003,41.705,-87.604
HT495540,022XX S WENTWORTH AVE,GAME/AMUSEMENT DEVICE,SMALL RETAIL STORE,True,2011,41.852,-87.632
HH553486,028XX N CLYBOURN AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2002,41.933,-87.679
HK166710,028XX W CERMAK RD,GAME/CARDS,POOL ROOM,True,2004,41.852,-87.697
HJ800690,016XX N AUSTIN AVE,GAME/DICE,ALLEY,True,2003,41.910,-87.775
JA264812,007XX N CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2017,41.894,-87.710
HJ620591,009XX W 54TH ST,GAME/DICE,SIDEWALK,True,2003,41.796,-87.648
HR428338,004XX W TREMONT ST,GAME/DICE,SIDEWALK,True,2009,41.792,-87.636
G716606,003XX E 51 ST,GAME/DICE,SIDEWALK,True,2001,41.802,-87.619
G128626,046XX N WESTERN AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.966,-87.689
HH618473,063XX S EBERHART AVE,ILLEGAL ILL LOTTERY,STREET,True,2002,41.780,-87.613
HN401594,071XX S NORMAL BLVD,GAME/DICE,SIDEWALK,True,2007,41.765,-87.637
HN497128,104XX S MARYLAND AVE,GAME/DICE,SIDEWALK,True,2007,41.705,-87.603
HX445405,008XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2014,41.896,-87.720
HJ790748,084XX S MUSKEGON AVE,GAME/DICE,SIDEWALK,True,2003,41.742,-87.555
HV197814,066XX S UNION AVE,GAME/DICE,SIDEWALK,True,2012,41.774,-87.643
HV412337,004XX W EVERGREEN AVE,GAME/DICE,SIDEWALK,True,2012,41.906,-87.640
HY321212,065XX S OAKLEY AVE,GAME/DICE,SIDEWALK,True,2015,41.775,-87.681
HN605928,079XX S LAFLIN ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2007,41.750,-87.661
HL790508,086XX S MORGAN ST,GAME/DICE,STREET,True,2005,41.737,-87.649
HM270201,053XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2006,41.797,-87.666
HL495340,051XX W MADISON ST,GAME/DICE,SIDEWALK,True,2005,41.880,-87.754
HK488843,008XX N DRAKE AVE,GAME/DICE,SIDEWALK,True,2004,41.896,-87.715
HS289288,052XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2010,41.799,-87.661
HN190772,047XX S INDIANA AVE,ILLEGAL ILL LOTTERY,STREET,True,2007,41.809,-87.621
HW447931,009XX W 103RD ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2013,41.707,-87.647
HR432305,039XX S PRAIRIE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2009,41.823,-87.620
HT486010,034XX W HARRISON ST,GAME/DICE,SIDEWALK,True,2011,41.874,-87.712
HR332371,0000X N LATROBE AVE,GAME/DICE,SIDEWALK,True,2009,41.881,-87.756
HL368383,006XX N LARAMIE AVE,GAME/DICE,RESIDENCE,True,2005,41.892,-87.755
HP574038,029XX W HARRISON ST,GAME/CARDS,SIDEWALK,True,2008,41.874,-87.700
HM292457,061XX S BISHOP ST,GAME/DICE,OTHER,True,2006,41.783,-87.661
HJ549888,016XX N KIMBALL AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.911,-87.712
HZ195748,007XX N CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2016,41.894,-87.710
HW325057,006XX E 92ND PL,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2013,41.727,-87.609
G494403,071XX S HONORE ST,GAME/DICE,SIDEWALK,True,2001,41.764,-87.670
HN307023,040XX W GRENSHAW ST,GAME/DICE,SIDEWALK,True,2007,41.867,-87.726
G252059,061XX S THROOP ST,GAME/DICE,SIDEWALK,True,2001,41.782,-87.657
HJ598225,036XX W DOUGLAS BLVD,GAME/DICE,SIDEWALK,True,2003,41.863,-87.717
HR349367,050XX S DR MARTIN LUTHER KING JR SD,GAME/DICE,SIDEWALK,True,2009,41.803,-87.616
HN687436,062XX S KENWOOD AVE,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2007,41.782,-87.593
HN248540,086XX S MORGAN ST,GAME/DICE,SIDEWALK,True,2007,41.737,-87.649
G611582,061XX S MARSHFIELD AV,GAME/DICE,SIDEWALK,True,2001,41.783,-87.666
HV219872,007XX W 54TH PL,GAME/DICE,SIDEWALK,True,2012,41.795,-87.644
HS602453,042XX W JACKSON BLVD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2010,41.877,-87.731
HL600239,030XX W LAWRENCE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2005,41.968,-87.705
HV445436,068XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2012,41.770,-87.660
G382038,044XX S UNIVERSITY AV,GAME/DICE,ALLEY,True,2001,41.814,-87.598
HP513936,005XX E BROWNING AVE,GAME/DICE,SIDEWALK,True,2008,41.830,-87.613
HR498471,009XX N MONTICELLO AVE,GAME/DICE,SIDEWALK,True,2009,41.898,-87.718
HJ605678,022XX W DEVON AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2003,41.998,-87.686
HS236506,003XX N AVERS AVE,GAME/DICE,VACANT LOT/LAND,True,2010,41.887,-87.723
G332893,019XX W LAKE ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2001,41.885,-87.676
HL108619,027XX W LAWRENCE AVE,OTHER,STREET,True,2005,41.969,-87.697
HY426793,051XX S PULASKI RD,GAME/DICE,CTA STATION,True,2015,41.800,-87.723
HW192452,007XX E 51ST ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2013,41.802,-87.607
G408403,004XX W 95 ST,GAME/DICE,STREET,True,2001,41.721,-87.634
HN662411,010XX N AVERS AVE,GAME/DICE,SIDEWALK,True,2007,41.900,-87.723
HR422582,010XX N HAMLIN AVE,GAME/DICE,SIDEWALK,True,2009,41.900,-87.721
HY444387,004XX W PERSHING RD,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2015,41.824,-87.638
HH498877,064XX S PEORIA ST,GAME/DICE,SIDEWALK,True,2002,41.777,-87.647
HP456538,008XX N MAYFIELD AVE,GAME/DICE,SIDEWALK,True,2008,41.896,-87.772
HW314736,070XX S MORGAN ST,GAME/DICE,VACANT LOT/LAND,True,2013,41.766,-87.649
HH439802,013XX N LAMON AVE,OTHER,SIDEWALK,True,2002,41.905,-87.748
HR382875,133XX S AVENUE M,GAME/AMUSEMENT DEVICE,STREET,True,2009,41.653,-87.537
HP427120,037XX W OHIO ST,GAME/DICE,SIDEWALK,True,2008,41.892,-87.719
HN362721,009XX N LAWLER AVE,GAME/DICE,SIDEWALK,True,2007,41.898,-87.752
HJ564902,060XX W BELMONT AVE,GAME/CARDS,OTHER,True,2003,41.938,-87.777
HY302391,049XX W OHIO ST,GAME/DICE,SIDEWALK,True,2015,41.891,-87.749
HR236600,055XX W CONGRESS PKWY,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2009,41.874,-87.763
HP502601,070XX S MERRILL AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2008,41.768,-87.573
HT572110,028XX W FILLMORE ST,GAME/DICE,SIDEWALK,True,2011,41.868,-87.698
HS444148,066XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2010,41.774,-87.665
HM525961,085XX S ABERDEEN ST,GAME/DICE,SIDEWALK,True,2006,41.739,-87.651
HK121759,047XX N SAWYER AVE,GAME/CARDS,RESTAURANT,True,2004,41.968,-87.710
HT365266,066XX S LANGLEY AVE,GAME/DICE,SIDEWALK,True,2011,41.774,-87.608
HM630718,075XX S DORCHESTER AVE,OTHER,SIDEWALK,True,2006,41.758,-87.591
HM465328,016XX S PULASKI RD,GAME/DICE,SIDEWALK,True,2006,41.858,-87.725
HN463490,050XX W ERIE ST,GAME/DICE,STREET,True,2007,41.892,-87.751
HV454179,001XX S LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2012,41.879,-87.754
HN759861,075XX W IRVING PARK RD,GAME/CARDS,OTHER,True,2007,41.953,-87.816
HK351281,051XX S MAY ST,GAME/DICE,SIDEWALK,True,2004,41.801,-87.654
HJ479100,004XX E 61ST ST,ILLEGAL ILL LOTTERY,STREET,True,2003,41.784,-87.614
G239990,048XX W GLADYS AV,GAME/DICE,SIDEWALK,True,2001,41.876,-87.746
HT433814,077XX S HERMITAGE AVE,GAME/DICE,SIDEWALK,True,2011,41.753,-87.667
G120206,029XX S EMERALD AV,WIREROOM/SPORTS,RESIDENCE,True,2001,41.841,-87.645
HL571616,027XX W LAWRENCE AVE,OTHER,STREET,True,2005,41.969,-87.697
HJ355517,001XX E 47TH ST,GAME/DICE,RESTAURANT,True,2003,41.809,-87.622
HN627270,015XX N MASSASOIT AVE,GAME/DICE,SIDEWALK,True,2007,41.908,-87.770
HW381996,015XX S CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2013,41.860,-87.709
HN324299,001XX N LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2007,41.883,-87.754
HL359938,098XX S PARNELL AVE,GAME/DICE,PARK PROPERTY,True,2005,41.716,-87.637
HP588599,0000X N LECLAIRE AVE,GAME/DICE,STREET,True,2008,41.881,-87.753
HJ822879,069XX S SANGAMON ST,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2003,41.768,-87.648
HM530401,075XX S STEWART AVE,GAME/DICE,SIDEWALK,True,2006,41.758,-87.634
HT221828,056XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2011,41.792,-87.662
HH268582,033XX W CHICAGO AV,GAME/DICE,SIDEWALK,True,2002,41.896,-87.711
HS162980,002XX S LAVERGNE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2010,41.878,-87.749
G398360,050XX S PRINCETON AV,GAME/DICE,STREET,True,2001,41.803,-87.633
HH477627,016XX N TROY ST,BOLITA OR BOLI PUL/RUNNER,STREET,True,2002,41.911,-87.706
HT518907,068XX S PEORIA ST,GAME/DICE,SIDEWALK,True,2011,41.770,-87.647
HL686997,085XX S RACINE AVE,GAME/DICE,ALLEY,True,2005,41.739,-87.653
HV343070,001XX N LAPORTE AVE,GAME/DICE,SIDEWALK,True,2012,41.883,-87.749
HW373177,068XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2013,41.771,-87.584
HK532169,001XX W 73RD ST,GAME/DICE,SIDEWALK,True,2004,41.762,-87.629
HL670798,071XX S MOZART ST,GAME/DICE,SIDEWALK,True,2005,41.764,-87.694
HN248331,080XX S PAULINA ST,GAME/DICE,SIDEWALK,True,2007,41.748,-87.666
HM536905,002XX W 92ND ST,GAME/DICE,SIDEWALK,True,2006,41.727,-87.630
HZ339978,063XX S CALIFORNIA AVE,GAME/DICE,SIDEWALK,True,2016,41.779,-87.693
HK667505,067XX S BLACKSTONE AVE,GAME/DICE,SIDEWALK,True,2004,41.773,-87.589
HL514082,108XX S CALUMET AVE,GAME/DICE,STREET,True,2005,41.697,-87.615
HJ503462,038XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2003,41.890,-87.723
HR282124,003XX E 31ST ST,GAME/CARDS,"SCHOOL, PUBLIC, GROUNDS",True,2009,41.838,-87.620
HV317003,062XX S RHODES AVE,GAME/DICE,OTHER,True,2012,41.781,-87.612
HJ408919,107XX S CHAMPLAIN AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2003,41.700,-87.607
HP106089,015XX S LAWNDALE AVE,GAME/DICE,STREET,True,2008,41.860,-87.718
HN470499,057XX S MICHIGAN AVE,GAME/DICE,SIDEWALK,True,2007,41.791,-87.622
G408334,016XX W ARMITAGE AV,WIREROOM/SPORTS,STREET,False,2001,41.918,-87.669
HT273534,005XX N AVERS AVE,GAME/DICE,SIDEWALK,True,2011,41.890,-87.722
HH432561,065XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2002,41.775,-87.686
HR226759,087XX S PEORIA ST,GAME/DICE,ALLEY,True,2009,41.735,-87.646
HJ379401,038XX W THOMAS ST,GAME/DICE,SIDEWALK,True,2003,41.901,-87.722
HW303214,016XX N MONITOR AVE,GAME/DICE,SIDEWALK,True,2013,41.910,-87.771
HM772356,058XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2006,41.788,-87.651
HT313866,037XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2011,41.890,-87.720
HM629046,103XX S WABASH AVE,GAME/DICE,SIDEWALK,True,2006,41.706,-87.622
HR451088,063XX S WOOD ST,GAME/DICE,SIDEWALK,True,2009,41.779,-87.669
HP590400,006XX N SPAULDING AVE,GAME/DICE,SIDEWALK,True,2008,41.893,-87.709
HM475108,049XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2006,41.804,-87.664
HT352760,010XX N KEDVALE AVE,GAME/DICE,SIDEWALK,True,2011,41.900,-87.730
HJ524348,048XX W 44TH ST,GAME/DICE,SIDEWALK,True,2003,41.813,-87.745
HX291771,006XX N AVERS AVE,GAME/DICE,SIDEWALK,True,2014,41.893,-87.722
G715518,066XX N CLARK ST,GAME/DICE,SIDEWALK,True,2001,42.003,-87.673
HK734885,026XX S CALIFORNIA AVE,VIOL CHARITABLE GAME ACT,GOVERNMENT BUILDING/PROPERTY,True,2004,41.844,-87.695
HY260469,046XX W 63RD ST,GAME/AMUSEMENT DEVICE,BAR OR TAVERN,True,2015,41.778,-87.739
HX484665,063XX S EBERHART AVE,GAME/DICE,SIDEWALK,True,2014,41.780,-87.613
HK423950,051XX W CHICAGO AVE,GAME/DICE,STREET,True,2004,41.895,-87.753
HM332122,009XX S ADA ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2006,41.870,-87.660
HW439515,049XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2013,41.879,-87.748
HV217284,069XX S THROOP ST,GAME/DICE,SIDEWALK,True,2012,41.768,-87.657
HN368685,062XX S WALLACE ST,GAME/DICE,SIDEWALK,True,2007,41.781,-87.640
HX330956,028XX W MADISON ST,OTHER,SIDEWALK,True,2014,41.881,-87.697
HW303145,036XX S ELLIS AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2013,41.829,-87.608
HJ775399,007XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2003,41.893,-87.753
HP512504,001XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2008,41.884,-87.758
HT287997,059XX W DIVISION ST,GAME/DICE,CTA BUS STOP,True,2011,41.902,-87.775
HK266322,062XX S WINCHESTER AVE,GAME/DICE,SIDEWALK,True,2004,41.781,-87.673
HR259431,118XX S PRAIRIE AVE,GAME/DICE,ABANDONED BUILDING,True,2009,41.679,-87.617
HR453418,050XX S DREXEL BLVD,GAME/DICE,PARK PROPERTY,True,2009,41.804,-87.604
HM802432,011XX N MONTICELLO AVE,GAME/DICE,SIDEWALK,True,2006,41.902,-87.718
HM640349,029XX W HARRISON ST,GAME/DICE,SIDEWALK,True,2006,41.874,-87.699
HW278435,073XX S MAY ST,GAME/DICE,ABANDONED BUILDING,True,2013,41.761,-87.653
G630592,013XX N AUSTIN BL,BOOKMAKING/HORSES,PARKING LOT/GARAGE(NON.RESID.),False,2001,41.905,-87.775
HV452362,0000X S WHIPPLE ST,GAME/DICE,SIDEWALK,True,2012,41.881,-87.702
HN479811,045XX N SHERIDAN RD,OTHER,SIDEWALK,True,2007,41.965,-87.655
HL501508,003XX E 29TH ST,GAME/DICE,PARK PROPERTY,True,2005,41.842,-87.620
HS410345,001XX N LATROBE AVE,GAME/DICE,ALLEY,True,2010,41.883,-87.756
HW278994,002XX S LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2013,41.878,-87.749
G500730,040XX W 63 ST,BOOKMAKING/SPORTS,STREET,True,2001,41.779,-87.724
HM115112,084XX S COLFAX AVE,GAME/DICE,SIDEWALK,True,2006,41.742,-87.561
HP435116,069XX S DORCHESTER AVE,GAME/DICE,SIDEWALK,True,2008,41.769,-87.591
HN531657,014XX S DRAKE AVE,GAME/DICE,SIDEWALK,True,2007,41.862,-87.714
HJ229021,015XX E HYDE PARK BLVD,GAME/DICE,SIDEWALK,True,2003,41.802,-87.588
HK151386,063XX S COTTAGE GROVE AVE,ILLEGAL ILL LOTTERY,STREET,True,2004,41.780,-87.606
HS316143,002XX N LATROBE AVE,GAME/DICE,SIDEWALK,True,2010,41.885,-87.756
HK349319,035XX W BELMONT AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.939,-87.717
HR228151,005XX N LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2009,41.890,-87.751
